period,oha,ohv,ogs,ocp,ocf
1,4716.764915799725,536246.2,6386371.843879565,26635185.759149708,-485518.0227157619
2,4952.6031615897155,509433.88999999984,8423016.663959034,27652845.19189122,-507144.68348323484
3,4952.60316158971,509433.88999999955,10746611.697519798,28520641.7132582,-513352.3523339616
4,4908.871419530406,509433.8899999998,13204009.040796872,29214132.149941638,-515282.8778775238
5,4952.6031615897155,509433.8899999997,15657966.87361308,29571502.429876376,-498241.4672398194
6,4952.603161589713,509433.88999999955,17981523.721332897,29674889.714959666,-496334.95468110463
7,4952.603161589714,509433.8899999997,20080857.608046032,29673019.943976507,-504986.00819405756
8,4480.92667000974,509433.88999999984,21928037.66320801,29694835.96311448,-523430.275052039
9,4480.9266700097405,509433.8899999998,23505532.655267756,29758114.80349999,-536124.9544099247
10,4480.926670009741,509433.8899999998,24840045.81223729,29824479.296381924,-536950.60397026
